cnpj;setor;nome;ID
02089969000106;Fabricação de laticínios;LATICINIOS BELA VISTA LTDA;259
02101894000131;Comércio atacadista de equipamentos de informática;SND DISTRIBUICAO DE PRODUTOS DE INFORMATICA S/A;260
02102507000181;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;ALPHA ADMINISTRACAO E PARTICIPACOES S/A;261
02103266000195;Atividades de transporte de valores;TRANSEXCEL SEGURANCA E TRANSPORTE DE VALORES LTDA.;262
02104754000117;Atividades de organizações políticas;PARTIDO PROGRESSISTA - PP;263
02125403000192;Fabricação de cervejas e chopes;LONDRINA BEBIDAS LTDA;264
02144795000137;Cultivo de algodão herbáceo;FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA;265
02148923000110;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;RN EVENTOS & PRODUCOES LTDA - ME;266
02156311000170;Holdings de instituições não-financeiras;SEVENN PARTICIPACOES E INVESTIMENTOS LTDA;267
02156313000169;Construção de rodovias e ferrovias;CONSTRUTORA CENTRAL DO BRASIL S.A;268
02162259000750;Fabricação de motores para caminhões e ônibus;INTERNATIONAL INDUSTRIA AUTOMOTIVA DA AMERICA DO SUL LTDA.;269
02166345000145;Curtimento e outras preparações de couro;CURTUME JANGADAS S/A;270
02170231000179;Comércio varejista de combustíveis para veículos automotores;GARAVELO AUTO POSTO LTDA;271
02171304000147;Incorporação de empreendimentos imobiliários;FGR URBANISMO S/A;272
02173216000184;Produção de tubos de aço com costura;MARCEGAGLIA DO BRASIL LTDA;273
02207392000190;Geração de energia elétrica;VALE ENERGIA S.A;274
02212937000156;Holdings de instituições não-financeiras;SERRANA EMPREENDIMENTOS E PARTICIPACOES LTDA;275
02234227000127;Edição integrada à impressão de cadastros, listas e outros produtos gráficos;POLIGRAFICA INDUSTRIA E COMERCIO LTDA;276
02240839000122;Fabricação de laminados planos e tubulares de material plástico;PETROFISA DO BRASIL LTDA;277
02247567000192;Comércio varejista de móveis;VENTURA INTERIORES LTDA - EPP;278
02249201000152;Comércio varejista de combustíveis para veículos automotores;OURO NEGRO-COMERCIO E SERVICOS LTDA;279
02265823000174;Atividades de vigilância e segurança privada;GLOBAL SEGURANCA LTDA;280
02266792000176;Construção de edifícios;PHV ENGENHARIA LTDA;281
02270243000175;Comércio por atacado de caminhões novos e usados;VARELLA VEICULOS PESADOS LTDA;282
02271463000113;Fabricação de artefatos de material plástico para usos industriais;CROMEX S/A;283
02282594000104;Impressão de livros, revistas e outras publicações periódicas;AMERICA GRAFICA E EDITORA LTDA - EPP;284
02290510000176;Fabricação de defensivos agrícolas;ADAMA BRASIL S/A;285
02297980001052;Comércio a varejo de motocicletas e motonetas novas;CIRO NOGUEIRA COMERCIO DE MOTOCICLETAS LTDA.;286
02298574000113;Construção de edifícios;PHELPS CONSTRUTORA LTDA - ME;287
02311117000111;Obras de terraplenagem;PONTUAL SERVICOS DE LOCACAO E CONSTRUTORA LTDA;288
02317111000232;Serviços de engenharia;INTERTECHNE MODULLAR PROJETOS S.A;289
02323120000155;Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios;FUJICOM COMERCIO DE MATERIAIS HOSPITALARES E IMPORTACAO LTDA;290
02340752000127;Fabricação de produtos químicos orgânicos não especificados anteriormente;PETROM PETROQUIMICA MOGI DAS CRUZES S/A;291
02349756000176;Construção de edifícios;GONDIM & REGO LTDA - ME;292
02356097000103;Serviços de engenharia;GD ENGENHARIA LTDA - ME;293
02356306000100;Construção de edifícios;COSTA OESTE CONSTRUCOES LTDA;294
02357659000125;Fabricação de azulejos e pisos;ELIZABETH PORCELANATO LTDA.;295
02358255000156;Fabricação de locomotivas, vagões e outros materiais rodantes;BOM SINAL INDUSTRIA E COMERCIO LTDA;296
02359209000171;Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica;CAPUA PROJETOS E CONSTRUCOES LTDA;297
02373761000114;Impressão de livros, revistas e outras publicações periódicas;GRAFICA E EDITORA SANTA CRUZ EIRELI- ME;298
02384172000131;Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente;DLD COMERCIO E IMPORTACAO LTDA;299
02390883000119;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;PRATICOS DA BARRA DO RIO GRANDE LTDA;300
02391971000135;Comércio a varejo de motocicletas e motonetas novas;ARAGUAIA COMERCIAL DE MOTOS DE URUACU LTDA;301
02403637000154;Obras de terraplenagem;PERIMETRAL ENGENHARIA LTDA;302
02433189000131;Fabricação de alimentos para animais;SAAG COMERCIAL EXPORTADORA LTDA;303
02441272000152;Agenciamento de espaços para publicidade, exceto em veículos de comunicação;RSBC REDE SULBRASILEIRA DE COMUNICACAO VISUAL S/A;304
02444277000139;Impressão de material para outros usos;ARTGRAPH SERVICOS GRAFICOS LTDA - EPP;305
02450553000171;Serviços de pré-impressão;ALPHA GRAFICA E EDITORA LTDA - ME;306
02455233000104;Atividades de teleatendimento;AEC CENTRO DE CONTATOS S/A;307
02456955000183;Fabricação de medicamentos alopáticos para uso humano;NATULAB LABORATORIO S.A;308
02460988000105;Fabricação de açúcar em bruto;USINA GOIANESIA S/A;309
02512856000171;Comércio varejista de outros produtos não especificados anteriormente;OSSEL-ORGANIZACAO ANDREENSE EMPREENDIMENTOS DE LUTO LTDA;310
02513112000171;Construção de estações e redes de distribuição de energia elétrica;PROCABLE ENERGIA E TELECOMUNICACOES S/A.;311
02515066000140;Comércio varejista de combustíveis para veículos automotores;POSTO BEATRIZ DERIVADOS DE PETROLEO LTDA;312
02534715000150;Construção de edifícios;ARBORE ENGENHARIA LTDA;313
02540125000130;Comércio varejista de calçados;TENNIS PLACE COMERCIO LIMITADA;314
02540850000108;Comércio atacadista de artigos de escritório e de papelaria;PHUTURA INOVACOES GRAFICAS LTDA - ME;315
02543945000185;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;ULTRAFARMA SAUDE LTDA;316
02549937000146;Atividade médica ambulatorial restrita a consultas;HEART CONSULTORIA MEDICA - EPP;317
02563505000190;Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes;ATLANTIS CONSTRUTORA S/A;318
02566100000105;Aluguel de imóveis próprios;PONTE DI FERRO PARTICIPACOES LTDA.;319
02577651000174;Agências de publicidade;W. G. PRODUCOES E PUBLICIDADE LTDA - EPP;320
02578564000131;Incorporação de empreendimentos imobiliários;MRL ENGENHARIA E EMPREENDIMENTOS S/A;321
02588532000117;Agências de notícias;EDITORA GAZETA DE SAO JOAO DEL REI LTDA - EPP;322
02588773000166;Comércio varejista de combustíveis para veículos automotores;STAR COMERCIO DE COMBUSTIVEL LTDA;323
02596868000121;Comércio varejista especializado de equipamentos e suprimentos de informática;G. N. DE ALENCAR - ME;324
02597959000181;Atividades de organizações políticas;DIRETORIO METROPOLITANO DO PARTIDO TRABALHISTA BRASILEIRO DE PORTO ALEGRE;325
02600863000125;Limpeza em prédios e em domicílios;TEIXEIRA & AGUIAR LTDA - EPP;326
02600992000113;Demolição de edifícios e outras estruturas;RRK EMPREENDIMENTOS LTDA - EPP;327
02602730000198;Comércio varejista de artigos de papelaria;MARCELO PEREIRA DOMINGUES - ME;328
02607815000169;Construção de edifícios;TUMI CONSTRUCOES E EMPREENDIMENTOS LTDA.;329
02608755000107;Educação superior - graduação;IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.;330
02624204000129;Preparação de massa de concreto e argamassa para construção;LABORMIX COMERCIO USINAGEM E PRESTACAO DE SERVICOS LTDA;331
02624589000124;Demolição de edifícios e outras estruturas;VICTOR HUGO DEMOLICOES LTDA.;332
02635522000195;Fabricação de açúcar em bruto;JALLES MACHADO S.A.;333
02642647000142;Aluguel de imóveis próprios;ARG PARTICIPACOES LTDA - EPP;334
02646403000138;Atividades de organizações políticas;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO-P S T U;335
02649005000175;Extração de calcário e dolomita e beneficiamento associado;CALTINS CALCARIO TOCANTINS LTDA;336
02650833000123;Atividades de vigilância e segurança privada;POLO SEGURANCA ESPECIALIZADA LTDA;337
02678100000105;Fabricação de álcool;LASA LAGO AZUL SA;338
02679494000108;Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente;TOPVINIL IMPORTACAO COMERCIO E SERVICOS DE COBERTURAS LTDA - ME;339
02683365000193;Holdings de instituições não-financeiras;BRASIL MINERIOS LTDA;340
02692394000111;Comércio a varejo de automóveis, camionetas e utilitários novos;CURINGA VEICULOS LTDA;341
02695391000131;Holdings de instituições não-financeiras;M.S.P. PARTICIPACOES S/A;342
02699001000100;Impressão de livros, revistas e outras publicações periódicas;GRAFICA EDITORA REGO LTDA - EPP;343
02724613000105;Instalação e manutenção elétrica;SELV - SERVICOS ESPECIALIZADOS EM LINHA VIVA LTDA;344
02734023000155;Comércio atacadista de soja;FIAGRIL LTDA;345
02745573000170;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;JUNDICARGAS TRANSPORTES LTDA;346
02754181000177;Serviços advocatícios;LIMA JUNIOR, DOMENE E ADVOGADOS ASSOCIADOS;347
02762378000158;Comércio varejista de combustíveis para veículos automotores;JACONIAS VIANA DUTRA;348
02765976000180;Edição integrada à impressão de cadastros, listas e outros produtos gráficos;L. P. DE ANDRADE COMERCIAL - ME;349
02766836000127;Construção de edifícios;ATRIUM EMPREENDIMENTOS IMOBILIARIOS S.A.;350
02785325000152;Fornecimento de alimentos preparados preponderantemente para empresas;MR ALIMENTACAO E SERVICOS LTDA - EPP;351
02785348000167;Construção de edifícios;FALCAO & GARRIDO LTDA;352
02785398000144;Impressão de jornais;GRAFICA E EDITORA ODEON - EIRELI;353
02799522000120;Comércio varejista especializado de equipamentos e suprimentos de informática;S V NOGUEIRA & CIA LTDA- ME;354
02805610000198;Atividades do Operador Portuário;EMBRAPORT EMPRESA BRASILEIRA DE TERMINAIS PORTUARIOS S/A;355
02806199000175;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;D & P COMERCIAL DE ALIMENTOS IMPORTACAO E EXPORTACAO LTDA;356
02808642000147;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;INSPECTION COMERCIO E SERVICOS S/A;357
02812468000106;Planos de saúde;CENTRAL NACIONAL UNIMED - COOPERATIVA CENTRAL;358
02820966000109;Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios;TERACOM TELEMATICA S.A.;359
02821028000115;Edição integrada à impressão de revistas;EDITAR GRAFICA E EDITORA LTDA - ME;360
02821625000140;Comércio por atacado de caminhões novos e usados;CURINGA CAMINHOES LTDA;361
02849738000153;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;WN SENA COMERCIO DE ALIMENTOS LTDA - ME;362
02859452000159;Fabricação de álcool;VALE DO VERDAO SOCIEDADE ANONIMA ACUCAR E ALCOOL;363
02864417000128;Fabricação de cervejas e chopes;COMPANHIA DE BEBIDAS BRASIL KIRIN;364
02867473000116;Comércio a varejo de automóveis, camionetas e utilitários novos;J M J COMERCIO DE VEICULOS E PECAS LTDA;365
02879136000149;Outras obras de engenharia civil não especificadas anteriormente;SERTENGE EMPREENDIMENTOS E PARTICIPACOES LTDA.;366
02884284000151;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;DV PRODUCAO E FINALIZACAO LTDA - ME;367
02884738000194;Instalações hidráulicas, sanitárias e de gás;POLIDRILL ENGENHARIA E CONSTRUCOES LTDA;368
02895028000917;Comércio varejista de medicamentos veterinários;R B DANTAS & CIA LTDA;369
02895028001050;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;R B DANTAS & CIA LTDA;370
02895028001131;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;R B DANTAS & CIA LTDA;371
02895028001212;Comércio varejista de medicamentos veterinários;R B DANTAS & CIA LTDA;372
02896264000109;Fabricação de álcool;CENTROALCOOL S/A;373
02900094000180;Comércio varejista de outros artigos de uso doméstico não especificados anteriormente;BAZAR DA EPOCA LTDA - ME;374
02902195000190;Comércio a varejo de pneumáticos e câmaras-de-ar;TROPICAL PNEUS LTDA;375
02905709000161;Construção de edifícios;TEP TECNOLOGIA EM ENGENHARIA LTDA.;376
02911413000153;Impressão de material para outros usos;A M V GRAFICA LTDA - ME;377
02914460000150;Comércio atacadista de carnes bovinas e suínas e derivados;SEARA ALIMENTOS LTDA;378
02914460000665;Abate de aves;SEARA ALIMENTOS LTDA;379
02916265000160;Frigorífico - abate de bovinos;JBS S/A;380
02916265002707;Frigorífico - abate de bovinos;JBS S/A;381
02918639000186;Comércio a varejo de automóveis, camionetas e utilitários novos;BELCAR VEICULOS LTDA;382
02924249000119;Torrefação e moagem de café;CAFE RANCHEIRO AGRO INDUSTRIAL LTDA;383
02932074000191;Fabricação de medicamentos alopáticos para uso humano;HYPERMARCAS S/A;384
02932074000604;Serviços combinados de escritório e apoio administrativo;HYPERMARCAS S/A;385
02934071000197;Outras atividades de telecomunicações não especificadas anteriormente;GLOBENET CABOS SUBMARINOS S.A.;386
02938798000142;Atividades de vigilância e segurança privada;GPS - PREDIAL SISTEMAS DE SEGURANCA LTDA;387
02948030000150;Produção de artefatos estampados de metal;ESMALTEC S/A;388
02949528000218;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;TRANSFERRO OPERADORA MULTIMODAL S/A;389
02950811000189;Holdings de instituições não-financeiras;PDG REALTY S/A EMPREENDIMENTOS E PARTICIPACOES;390
02955426000124;Construção de rodovias e ferrovias;CASTELLAR ENGENHARIA LTDA;391
02959800000160;Educação superior - graduação e pós-graduação;UNIME - UNIAO METROPOLITANA PARA O DESENVOLVIMENTO DA EDUCACAO E CULTURA LTDA.;392
02971421000195;Fabricação de partes para calçados, de qualquer material;SOLAJIT NORDESTE COMPONENTES PARA CALCADOS LTDA;393
02990334000185;Fabricação de óleos vegetais em bruto, exceto óleo de milho;AGRODANIELI INDUSTRIA E COMERCIO LTDA;394
02995701000133;Serviços de organização de feiras, congressos, exposições e festas;SAO PAULO FEIRAS COMERCIAIS LTDA;395
03004917000152;Estacionamento de veículos;EMPRESA DE SERVICOS E PARTICIPACOES LTDA.;396
03006548000137;Manutenção de redes de distribuição de energia elétrica;COSAMPA PROJETOS E CONSTRUCOES LTDA;397
03006726000120;Comércio varejista de combustíveis para veículos automotores;AUTO POSTO PILOTO MARCELLE LOCATELLI LTDA;398
03014011000119;Construção de rodovias e ferrovias;ELETRO HIDRO LTDA;399
03014670000155;Serviços de engenharia;LAUTEC EQUIPE TECNICA ENGENHARIA S/C LTDA - EPP;400
03017677000120;Bancos múltiplos, com carteira comercial;BANCO J. SAFRA S.A;401
03029934000144;Fabricação de intermediários para fertilizantes;FERTIZINCO INDUSTRIA E COMERCIO DE MICRONUTRIENTES LTDA.;402
03033345000130;Comércio atacadista de medicamentos e drogas de uso humano;LABNORTE CIRURGICA E DIAGNOSTICA IMPORTACAO E EXPORTACAO LTDA - EPP;403
03043067000100;Outras obras de engenharia civil não especificadas anteriormente;CDG CONSTRUTORA EIRELI;404
03064486000110;Serviços de arquitetura;FERNANDES ARQUITETOS ASSOCIADOS LTDA. - EPP;405
03064692000715;Fabricação de formulários contínuos;LEONORA COMERCIO INTERNACIONAL LTDA;406
03067714000105;Extração de areia, cascalho ou pedregulho e beneficiamento associado;ARO MINERACAO LTDA;407
03068790000135;Incorporação de empreendimentos imobiliários;BOA VISTA DESENVOLVIMENTO IMOBILIARIO LTDA.;408
03071894000107;Fabricação de embalagens de material plástico;VALFILM AMAZONIA INDUSTRIA E COMERCIO LTDA;409
03078261000112;Gestão e administração da propriedade imobiliária;HABITASUL DESENVOLVIMENTOS IMOBILIARIOS S.A.;410
03084315000152;Serviços de pré-impressão;AGASSI & BASSANELLI ALTERNATIVA ARTES GRAFICAS E EDITORA LTDA - EPP;411
03090756000167;Serviço de táxi aéreo e locação de aeronaves com tripulação;AMAZONAVES TAXI AEREO LTDA;412
03092799000181;Construção de edifícios;DOIS A ENGENHARIA E TECNOLOGIA LTDA;413
03096697000134;Edição integrada à impressão de cadastros, listas e outros produtos gráficos;FOTOLASER - GRAFICA E EDITORA LTDA.;414
03101474000118;Comércio varejista de material elétrico;ELETROTECNICA PAGLIARI LTDA;415
03134910000155;Fabricação de cervejas e chopes;AROSUCO AROMAS E SUCOS LTDA;416
03134910000236;Fabricação de cervejas e chopes;AROSUCO AROMAS E SUCOS LTDA;417
03139006000132;Outras obras de engenharia civil não especificadas anteriormente;EMEFE ENGENHARIA LTDA;418
03141152000100;Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida;R S RIB SILK CONFECCOES E ESTAMPARIA LTDA - EPP;419
03144060000176;Criação de bovinos para corte;AGROPECUARIA RONCADOR S/A;420
03147393000159;Tratamento e disposição de resíduos não-perigosos;ESTRE AMBIENTAL S/A;421
